심심,멍함,뭐 하다 말고 그냥 멍 때렸어  
심심,멍함,멍한 상태가 나쁘진 않네  
심심,멍함,아무 일도 없는데 머리도 안 돌아가  
심심,멍함,하루가 느릿하게 흘러가는 느낌이야  
심심,멍함,무의식적으로 하품만 계속 나와  
심심,멍함,그냥 하늘 구경하다가 시간 다 갔다  
심심,멍함,손에 쥔 물건만 멍하니 보고 있었어  
심심,멍함,뭘 하던 중이었는지도 기억 안 나  
심심,멍함,지금이 오후인지 저녁인지 모르겠어  
심심,멍함,그냥 눈앞에 흐르는 그림자만 보고 있었어  
심심,멍함,한참 동안 멍하니 있다가 정신 차렸어  
심심,멍함,시간이 너무 조용하게 가고 있어  
심심,멍함,이게 현실인지 꿈인지 모르겠어  
심심,멍함,그냥 잠시 멍 때리고 싶어  
심심,멍함,머리 비우니까 편하긴 하네  
심심,멍함,아무 생각 안 하고 있는 게 이렇게 쉬운 일이었나  
심심,멍함,그냥 조용히 앉아서 시간 보내고 있어  
심심,멍함,하루가 흘러가는데 아무 감정이 없어  
심심,멍함,그냥 지금 이대로 가만히 있고 싶어  
심심,멍함,멍하니까 오히려 차분하다  
심심,멍함,시간이 천천히 움직이는 것 같아  
심심,멍함,내 머릿속이 백지라서 아무 생각이 안 나  
심심,멍함,그냥 눈앞만 바라보고 있어  
심심,멍함,가끔 이렇게 멍하니 있는 것도 나쁘지 않네  
심심,멍함,멍하니 있다가 웃음이 나왔어 이유는 몰라  
심심,멍함,그냥 숨만 쉬고 있는 기분이야  

심심,싫증,요즘은 뭘 해도 금방 질려  
심심,싫증,게임도 영화도 다 똑같아 보여  
심심,싫증,유튜브도 재미없고 딱히 볼 게 없어  
심심,싫증,새로운 거 찾아봤는데 다 별로야  
심심,싫증,예전엔 재밌던 것도 이제 시시해  
심심,싫증,음악 들어도 귀에 안 들어와  
심심,싫증,넷플릭스 켜도 볼 게 없어  
심심,싫증,밖에 나가도 그냥 그런 느낌이야  
심심,싫증,새로운 게 없으니까 다 심심해  
심심,싫증,폰만 만지다가 결국 아무것도 안 해  
심심,싫증,뭘 해도 오래 못 하겠어  
심심,싫증,시간이 느리게 가는 것도 지겨워  
심심,싫증,그냥 다 지루하고 다 비슷해  
심심,싫증,새로운 자극이 없어서 그런가 봐  
심심,싫증,요즘은 뭐에 흥미가 안 생겨  
심심,싫증,딱히 싫은 것도 없는데 의욕이 안 나  
심심,싫증,게임 켰다가 바로 껐어  
심심,싫증,음악도 다 거기서 거기야  
심심,싫증,이 앱 저 앱 다 지겨워  
심심,싫증,새로운 취미를 찾아도 오래 못 가  
심심,싫증,그냥 반복되는 하루가 싫증나  
심심,싫증,다 해본 것 같아서 더 이상 새롭지도 않아  
심심,싫증,심심해서 뭐라도 하려다가 귀찮아져  
심심,싫증,유행하는 것도 다 똑같아 보여  
심심,싫증,친구들이랑 놀아도 그냥 그래  
심심,싫증,요즘은 재밌는 게 하나도 없어  
심심,싫증,게임 업데이트도 기대가 안 돼  
심심,싫증,다들 재밌다고 하는 것도 내겐 별로야  
심심,싫증,영화 봐도 집중이 안 돼  
심심,싫증,뭐라도 해보려는데 다 귀찮아  
심심,싫증,폰 보고 있는데도 왜 보고 있는지 모르겠어  
심심,싫증,할 게 없어서 심심하고 뭘 해도 재미없고  
심심,싫증,쇼핑도 이젠 흥미가 안 생겨  
심심,싫증,뭘 먹어도 감흥이 없어  
심심,싫증,그냥 다 귀찮고 심심해  
심심,싫증,새로운 게 없으니까 다 반복 같아  
심심,싫증,넷플릭스 켜놓고 다른 생각해  
심심,싫증,요즘은 아무것도 재밌지 않아  
심심,싫증,예전엔 웃겼던 것도 지금은 시시해  
심심,싫증,같은 노래만 반복해서 듣는 중  
심심,싫증,SNS도 이제 지겨워  
심심,싫증,폰 열었다 닫았다만 반복 중이야  
심심,싫증,이젠 자극적인 것도 재미없어  
심심,싫증,새로운 것도 금방 질려버려  
심심,싫증,유튜브 추천 영상도 다 본 것 같아  
심심,싫증,오늘도 뭐 할지 모르겠어  
심심,싫증,그냥 멍하게 있다가 하루 끝날 듯  
심심,싫증,다 비슷해서 흥미가 안 생겨  
심심,싫증,한때 재밌던 것도 이젠 지루해  
심심,싫증,새로운 자극이 없으니까 무덤덤해  
심심,싫증,볼 것도 없고 들을 것도 없어  
심심,싫증,아무리 찾아도 할 게 없어  
심심,싫증,요즘은 아무 일도 설레지 않아  
심심,싫증,새로운 거 찾아도 재미없어  
심심,싫증,다 해봤던 거라 신선함이 없어  
심심,싫증,그냥 아무것도 하기 싫고 심심해  
심심,싫증,게임하다가 금방 껐어  
심심,싫증,유행도 금방 질려버려  
심심,싫증,친구들이 추천한 것도 그냥 그래  
심심,싫증,뭘 해도 금방 흥미가 사라져  
심심,싫증,다른 사람들은 재밌다는데 난 모르겠어  
심심,싫증,그냥 다 평범하고 심심해  
심심,싫증,폰 봐도 새로운 게 없네  
심심,싫증,새로운 취미 찾아봤는데 다 귀찮아  
심심,싫증,요즘은 아무것도 손에 안 잡혀  
심심,싫증,다시 해봐도 똑같은 느낌이야  
심심,싫증,게임 켜봤는데 재미없더라  
심심,싫증,그냥 하루하루 똑같이 지나가  
심심,싫증,노래도 영화도 다 똑같아  
심심,싫증,예전엔 좋았던 것도 이젠 시시해졌어  
심심,싫증,폰 만지면서 시간만 버리고 있어  
심심,싫증,그냥 아무것도 하기 싫은 날이야  
심심,싫증,오늘도 별다를 게 없네  
심심,싫증,다 익숙해서 설레는 게 없어  
심심,싫증,모든 게 루틴 같아서 지겨워  
심심,싫증,심심하긴 한데 뭘 해도 재미가 없어  
심심,싫증,새로운 걸 해봐도 다 거기서 거기야  
심심,싫증,그냥 다 시시하고 별 감흥 없어  
심심,싫증,예전처럼 웃음이 안 나  
심심,싫증,요즘은 아무 자극도 없어서 심심해  
심심,싫증,폰 보다가 하품만 나와  
심심,싫증,다 질린 느낌이라 뭐든 귀찮아  
심심,싫증,그냥 하루하루 반복이야  
심심,싫증,새로움이 없으니까 기분도 밋밋해  
심심,싫증,그냥 오늘도 똑같이 흘러가네  
심심,싫증,아무리 찾아도 재미있는 게 없어  
심심,싫증,요즘은 다 지루하고 똑같아 보여  
심심,싫증,폰 덮고 멍하니 누워 있었어  
심심,싫증,예전엔 설렜던 것도 이제 아무 느낌 없어  
심심,싫증,그냥 반복되는 하루가 싫증나네  
심심,싫증,새로운 자극이 필요하긴 한데 귀찮아  
심심,싫증,딱히 싫은 건 없는데 다 시시해  
심심,싫증,오늘도 할 게 없어서 그냥 누워 있었어  
심심,싫증,이젠 웃긴 영상도 재미없어졌어  
심심,싫증,폰 스크롤 내리다가 멈췄어 흥미가 안 생겨  
심심,싫증,뭐라도 해야 할 것 같은데 다 귀찮아  
심심,싫증,그냥 조용히 있다가 하루 다 갔네  

심심,농담,너무 조용해서 괜히 친구한테 장난 걸었어
심심,농담,심심해서 동생 놀리고 도망쳤다
심심,농담,단톡방에 쓸데없는 밈 올려봤어 반응이 없네
심심,농담,오늘은 나 스스로랑 농담 중이야
심심,농담,괜히 친구 이름 불렀다가 모른 척함
심심,농담,엄마한테 갑자기 무슨 요리냐고 물어봤어 라면 끓이는데
심심,농담,강아지랑 눈싸움 하다가 졌어
심심,농담,카톡으로 장난쳤는데 이미 읽고 무시당함
심심,농담,내가 너무 심심해서 거울 보고 인사했어
심심,농담,TV 리모컨한테 말 걸어봤어 작동은 잘됨
심심,농담,친구 이름을 저장해놨다가 ‘내 하인’으로 바꿔놨다
심심,농담,심심하니까 냉장고랑 대화해봤어 대답은 없더라
심심,농담,갑자기 친구 프로필 사진 캡처해서 밈 만들었어
심심,농담,나 자신에게 ‘야 뭐하냐’라고 물어봤다
심심,농담,컵라면 끓이면서 라면한테 “힘내라” 했어
심심,농담,동생 자는 척하길래 코 앞에서 숨 쉬어봤다
심심,농담,커피머신에 “오늘도 수고하네”라고 인사함
심심,농담,손바닥으로 하이파이브했는데 손이 아프다
심심,농담,친구한테 ‘너 꿈에 나왔어’ 했다 진짜 믿더라
심심,농담,냉장고 문 열었다 닫았다 세 번 반복함
심심,농담,반려식물한테 “오늘 기분 어때?” 물어봤어
심심,농담,이불 속에서 괜히 혼자 피식거렸어
심심,농담,심심해서 친구 이름 끝말잇기 했다
심심,농담,카톡 단체방에 갑자기 “야 나 심심해” 보냄
심심,농담,동생한테 “너 키 줄었어” 했다 진짜 확인함
심심,농담,자꾸 벽 보고 말하는 습관 생김
심심,농담,내 그림자랑 가위바위보 했다 내가 졌다
심심,농담,괜히 알람 맞추고 스스로 놀라봤다
심심,농담,냉장고 불빛 보고 감탄했다
심심,농담,심심해서 쿠션 세어봤다 총 여섯 개
심심,농담,마스크 쓰고 노래 부르니까 콘서트 같더라
심심,농담,리모컨 버튼 누르면서 “이건 무기다” 이러고 놀았다
심심,농담,창문에 비친 나한테 “오늘 좀 괜찮은데?” 함
심심,농담,휴대폰 음성비서랑 싸움 붙였다
심심,농담,심심하니까 바닥 무늬 세기 시작함
심심,농담,커피 젓다가 회오리 보며 감탄함
심심,농담,친구 이름 저장명 ‘국가대표’로 바꿔봤다
심심,농담,거울 앞에서 셀프 인터뷰했다
심심,농담,심심해서 밥알 세봤다
심심,농담,강아지 코 찔렀다가 째려봄
심심,농담,친구한테 ‘나 오늘 투명인간임’ 보냈다 답 없음
심심,농담,심심해서 발가락으로 리모컨 잡기 도전함
심심,농담,냉장고에 있는 물건들이랑 아이컨택함
심심,농담,친구한테 ‘너 내 전생 아니냐’ 물어봤다
심심,농담,심심해서 가사 없는 노래를 만들었다
심심,농담,카톡에 “ㅋㅋㅋㅋㅋㅋㅋ”만 보냈다 이유 없음
심심,농담,강아지랑 시선 싸움 중인데 내가 졌다
심심,농담,친구한테 “내가 예지몽 꿨어”라며 드립쳤다
심심,농담,심심해서 이름 거꾸로 말하는 놀이함
심심,농담,냉장고에 얼굴 비춰보고 “괜찮은데?” 함
심심,농담,심심해서 나무젓가락으로 드럼 쳐봤어
심심,농담,이불 속에서 셀프 라디오 진행함
심심,농담,친구 프로필 사진 캡처해서 밈 만들었어
심심,농담,심심해서 강아지랑 셀카 찍음
심심,농담,컵에 물 따르면서 “마법약 완성” 이럼
심심,농담,심심해서 내 이름으로 삼행시 썼어
심심,농담,카톡 대화창에 나 혼자 “ㅋㅋㅋ” 쓰고 끝남
심심,농담,심심하니까 초코송이 머리만 먹고 줄 세워놨다
심심,농담,친구한테 “지금 나 생각했지?”라고 보냈어
심심,농담,냉장고에 손바닥 자국 남겼다 이유 없음
심심,농담,심심해서 집안 물건으로 토너먼트 만들었다
심심,농담,컵라면에 이름 붙였다 오늘은 ‘정국이’
심심,농담,침대에서 손 흔들며 “이제 출근하겠습니다” 했다
심심,농담,커튼 사이로 얼굴 내밀고 혼자 놀람
심심,농담,강아지랑 서로 하품하기 대결함
심심,농담,리모컨 버튼 순서대로 외웠다 괜히 뿌듯
심심,농담,친구한테 “너 꿈에 나왔어” 했더니 “그럴 리가” 하더라
심심,농담,유리창에 숨 불어서 그림 그렸다
심심,농담,심심해서 티비 자막 따라 읽음
심심,농담,책상 위 연필이랑 눈 마주침
심심,농담,강아지 귀에 대고 “사랑해” 속삭였음
심심,농담,거울 보고 “야 나 심심해” 했다
심심,농담,카톡으로 “지금 뭐해?” 5명한테 보냈다
심심,농담,심심해서 냉장고 정리했는데 또 열어봤어
심심,농담,밥 먹다가 젓가락으로 리듬 탔다
심심,농담,스피커한테 “오늘 기분 어때?” 물어봤다
심심,농담,방바닥 문양 세다가 포기함
심심,농담,이불 속에서 손 흔들며 “혼자 노는 중”이라 했다
심심,농담,심심해서 친구 프로필 캡처해서 밈 만들었어
심심,농담,컵라면 스프 넣을 때 진지하게 기도함
심심,농담,심심해서 친구 이름 부르고 모른 척함
심심,농담,강아지랑 눈싸움 하다가 내가 졌다
심심,농담,냉장고 문 열자마자 “안녕?” 했다
심심,농담,심심해서 손가락으로 드럼 쳤다
심심,농담,이불 속에서 혼자 라디오 디제이 놀이함
심심,농담,책상 위 펜들 줄 세워놨다
심심,농담,심심해서 스스로랑 대화 시작함
심심,농담,컵에 물 따르며 “오늘도 열심히 살아보자” 했다
심심,농담,고양이한테 “넌 나보다 낫다” 했다
심심,농담,친구한테 “너 오늘 나 생각했지?”라며 장난쳤다
심심,농담,심심해서 냉장고 속 반찬 이름 지어줬다
심심,농담,이불 덮고 스스로랑 가위바위보 했다
심심,농담,심심해서 혼자 손바닥 박수 쳤다
심심,농담,컵라면 먹으며 “오늘의 승자”라 했다
심심,농담,심심해서 휴대폰 켜고 끄기 반복함
심심,농담,벽에 붙은 그림이랑 눈싸움 함

심심,귀찮음,뭐라도 해야 할 것 같은데 귀찮아서 누워있어
심심,귀찮음,심심한데 움직이긴 싫다 이상한 기분이야
심심,귀찮음,핸드폰 멀리 있어서 그냥 멍하니 천장 봐
심심,귀찮음,유튜브 볼까 했는데 귀찮아서 그냥 누워있어
심심,귀찮음,심심해서 뭐라도 하려다가 다시 포기했어
심심,귀찮음,티비 리모컨 손 닿는 데 없어서 그냥 안 봐
심심,귀찮음,음악 틀까 하다가 귀찮아서 말았어
심심,귀찮음,심심한데 굳이 일어나긴 싫어
심심,귀찮음,친구한테 연락하려다가 귀찮아서 말았어
심심,귀찮음,냉장고 열어볼까 하다가 그냥 누웠다
심심,귀찮음,뭘 하기도 애매하고 가만있기도 지루해
심심,귀찮음,배는 고픈데 뭐 시키긴 귀찮아
심심,귀찮음,폰 충전해야 하는데 선 꽂기 귀찮아
심심,귀찮음,심심해서 할 거 찾다가 결국 아무것도 안 함
심심,귀찮음,불 켜야 하는데 손 뻗기 귀찮아
심심,귀찮음,심심하지만 굳이 움직이기 싫다
심심,귀찮음,이불 밖은 너무 멀어
심심,귀찮음,유튜브 자동재생 꺼졌는데 다시 켜기 귀찮아
심심,귀찮음,머리 감아야 하는데 그냥 내일 감을래
심심,귀찮음,게임 켜기엔 귀찮고 끄기엔 심심해
심심,귀찮음,심심해서 카톡 열었다 닫았다 반복 중
심심,귀찮음,쇼츠 보다 끊겼는데 다시 켜기 귀찮다
심심,귀찮음,할 건 많은데 손가락 하나 까딱하기 싫어
심심,귀찮음,핸드폰 충전기 찾기 귀찮아서 배터리 1퍼 남김
심심,귀찮음,심심한데 뭐 할지는 모르겠고 귀찮기만 해
심심,귀찮음,이불 속이 너무 따뜻해서 못 나오겠어
심심,귀찮음,심심한데 귀찮아서 그냥 멍하니 있어
심심,귀찮음,친구가 뭐하냐고 물었는데 대답하기도 귀찮아
심심,귀찮음,심심하다고 생각하는 것도 귀찮다
심심,귀찮음,손 닿는 데 물 있는데 굳이 안 마심
심심,귀찮음,심심하니까 하품만 나와
심심,귀찮음,누가 놀자고 해줬으면 좋겠는데 나가기 싫어
심심,귀찮음,밥 먹기도 귀찮아서 그냥 누워있다
심심,귀찮음,심심해서 뭐 할까 생각하다 졸았다
심심,귀찮음,리모컨 찾기 귀찮아서 TV 끄지 않았다
심심,귀찮음,일어나서 불 끄기 귀찮아 눈 감고 참음
심심,귀찮음,심심하긴 한데 뭐 하기엔 너무 귀찮아
심심,귀찮음,음악 틀기도 귀찮아서 그냥 조용히 있다
심심,귀찮음,폰 보다가 눈 아픈데 그래도 손 안 놓음
심심,귀찮음,심심한데 할 것도 없고 귀찮아서 그냥 누워있다
심심,귀찮음,심심해서 뭘 하려다 귀찮아서 포기함
심심,귀찮음,폰 들기 귀찮아서 그냥 누워서 생각 중
심심,귀찮음,심심하니까 눈만 깜박이고 있음
심심,귀찮음,일어나기 귀찮아서 그냥 누워서 생각만 해
심심,귀찮음,할 게 생각나면 바로 귀찮아져
심심,귀찮음,심심하니까 그냥 공허하게 누워있다
심심,귀찮음,청소해야 하는데 몸이 안 움직여
심심,귀찮음,심심해서 냉장고 봤는데 다시 닫음
심심,귀찮음,그냥 시간 흘러가게 두는 중이야
심심,귀찮음,심심해서 TV 켰는데 재밌지도 않아
심심,귀찮음,폰 손에 쥐고 있는데도 스크롤 귀찮음
심심,귀찮음,심심하긴 한데 그냥 아무것도 안 하고 싶어
심심,귀찮음,생각하는 것도 귀찮아 그냥 누워있을래
심심,귀찮음,심심하니까 시간도 느리게 가는 것 같아
심심,귀찮음,뭘 봐도 다 귀찮고 손가락도 안 움직여
심심,귀찮음,유튜브 추천 영상 고르기도 귀찮다
심심,귀찮음,그냥 눈 감고 있다가 다시 뜸
심심,귀찮음,심심해서 스트리밍 켰다가 바로 껐어
심심,귀찮음,누가 불러도 대답하기 귀찮아
심심,귀찮음,심심한데 말하기도 귀찮다
심심,귀찮음,하품만 하다 하루가 지나갔다
심심,귀찮음,심심하니까 그냥 하늘만 봤다
심심,귀찮음,TV 꺼야 하는데 리모컨 멀다
심심,귀찮음,배고픈데 음식하기 귀찮아
심심,귀찮음,심심하긴 한데 그냥 가만히 있고 싶어
심심,귀찮음,폰 화면 보는 것도 귀찮아져서 덮었어
심심,귀찮음,심심해서 불 껐다가 다시 켜기 귀찮음
심심,귀찮음,말 한마디 하는 것도 귀찮은 하루야
심심,귀찮음,심심해서 노래 틀까 하다가 귀찮아져서 관둠
심심,귀찮음,친구가 뭐하냐고 물었는데 답장 귀찮아서 읽씹함
심심,귀찮음,심심하니까 그냥 천장 바라보는 중
심심,귀찮음,심심해서 뭐라도 하려다가 그냥 누웠다
심심,귀찮음,컴퓨터 켜기 귀찮아서 폰만 들여다본다
심심,귀찮음,심심한데 딱히 뭘 하고 싶지도 않아
심심,귀찮음,TV 소리 줄이기도 귀찮아 그냥 둔다
심심,귀찮음,심심하니까 몸이 점점 무거워지는 기분이야
심심,귀찮음,할 일도 없는데 하기 귀찮은 이상한 상태야
심심,귀찮음,심심해서 뭐라도 해보려다가 포기했어
심심,귀찮음,심심하니까 아무 생각 없이 멍때린다
심심,귀찮음,침대에서 나가기 귀찮아서 그냥 폰만 봐
심심,귀찮음,심심한데 일어나기 싫어
심심,귀찮음,커피 마시고 싶지만 타기 귀찮다
심심,귀찮음,심심해서 친구한테 카톡 보내려다 귀찮아서 안 보냄
심심,귀찮음,심심한데 몸이 안 따라줘
심심,귀찮음,그냥 누워서 멍 때리기 딱 좋은 날이야
심심,귀찮음,폰 들고 스크롤 내리기도 귀찮아
심심,귀찮음,심심하니까 눈만 깜박이고 있다
심심,귀찮음,심심해서 노래 찾아보다 귀찮아서 포기함
심심,귀찮음,심심하다고 말하는 것도 귀찮다
심심,귀찮음,그냥 시간 흘러가는 대로 두는 중
심심,귀찮음,리모컨 찾기 귀찮아서 TV 끄지도 않음
심심,귀찮음,심심해서 쇼츠보다가 손가락 멈춤
심심,귀찮음,심심하니까 생각도 느려지는 기분이야
심심,귀찮음,뭘 해도 귀찮아서 그냥 누워있다
심심,귀찮음,심심하다고 느끼는 것도 귀찮네
심심,귀찮음,심심하지만 움직이기 싫어서 그냥 버티는 중
심심,귀찮음,TV 켜두고 아무 생각 없이 누워있다
심심,귀찮음,심심해서 뭐라도 하려다 결국 포기했어
심심,귀찮음,심심하니까 눈 감았다 떴다만 반복 중
심심,귀찮음,할 건 없는데 귀찮아서 아무것도 안 해

심심,빈둥거림,하루 종일 누워서 천장만 보고 있었어
심심,빈둥거림,폰 들었다 놨다 하면서 시간만 보냈어
심심,빈둥거림,누워서 아무 생각 없이 시간만 흘렸어
심심,빈둥거림,그냥 이불 속에서 빈둥거리는 중이야
심심,빈둥거림,TV도 안 보고 그냥 누워 있었어
심심,빈둥거림,아무 이유 없이 하루가 다 지나갔어
심심,빈둥거림,폰 보다 말고 멍하니 누워 있었어
심심,빈둥거림,그냥 손으로 벽 긁으면서 누워 있었다
심심,빈둥거림,하루 종일 아무 일도 안 하고 누워 있었어
심심,빈둥거림,그냥 침대랑 한 몸이 됐어
심심,빈둥거림,눈 뜨면 다시 감고 다시 뜨고 반복이야
심심,빈둥거림,폰도 질려서 그냥 누워 있었어
심심,빈둥거림,누워서 이불 끝만 만지작거렸어
심심,빈둥거림,오늘 하루는 그냥 침대 위에서 끝났어
심심,빈둥거림,폰 화면만 쳐다보다 하루가 갔어
심심,빈둥거림,그냥 아무것도 하기 싫어서 누워 있었어
심심,빈둥거림,이불 속에서 하루 종일 뒤척였어
심심,빈둥거림,심심해서 누워 있다가 잠깐 눈 감았어
심심,빈둥거림,그냥 누워서 하품만 하다 하루 갔네
심심,빈둥거림,이불 속이 너무 편해서 나올 수가 없어
심심,빈둥거림,하루 종일 아무 생각 없이 누워 있었어
심심,빈둥거림,폰 들기 귀찮아서 그냥 멍하니 있었다
심심,빈둥거림,그냥 이불 안에서 시간만 흘려보냈어
심심,빈둥거림,일어나긴 했는데 다시 누웠어
심심,빈둥거림,심심해서 그냥 손가락만 꼼지락거렸어
심심,빈둥거림,폰 보다 말고 멍하게 천장만 봤다
심심,빈둥거림,누워서 아무 생각 없이 천장만 봤어
심심,빈둥거림,하루 종일 누워 있었는데 피곤하네
심심,빈둥거림,그냥 가만히 있으니까 시간 잘 간다
심심,빈둥거림,폰도 보기 귀찮아서 그냥 누워 있었어
심심,빈둥거림,침대에서 일어날 이유가 없더라
심심,빈둥거림,심심하니까 그냥 눈 감고 있었다
심심,빈둥거림,폰 없이도 이렇게 빈둥거릴 수 있네
심심,빈둥거림,아무 이유 없이 누워 있다가 웃겼어
심심,빈둥거림,그냥 침대랑 친구 먹은 기분이야
심심,빈둥거림,하루 종일 누워 있었는데도 피곤해
심심,빈둥거림,폰 충전하면서 나도 충전 중이야
심심,빈둥거림,심심한데 움직이기도 귀찮아
심심,빈둥거림,이불 속에서 폰만 만지작거렸어
심심,빈둥거림,아무 일도 없는데 하루가 다 갔어
심심,빈둥거림,그냥 멍하니 누워 있었어 시간도 모르겠어
심심,빈둥거림,심심해서 발가락만 꼼지락거렸어
심심,빈둥거림,하루 종일 폰만 보다 누워 있었어
심심,빈둥거림,아무 이유 없이 뒤척이다 잠들었어
심심,빈둥거림,이불 속이 내 세상이야
심심,빈둥거림,폰 보다 눈 아파서 그냥 누워 있었어
심심,빈둥거림,심심해서 천장에 무늬 세고 있었어
심심,빈둥거림,그냥 조용히 누워 있는 게 제일 편해
심심,빈둥거림,하루 종일 빈둥거리다 보니 해가 졌네
심심,빈둥거림,심심해서 폰 만지작거리다 잠들었어
심심,빈둥거림,이불 밖은 너무 귀찮아서 안 나갔어
심심,빈둥거림,그냥 아무 생각 없이 누워 있었어
심심,빈둥거림,폰 충전하면서 나도 쉬는 중이야
심심,빈둥거림,심심하니까 그냥 누워 있는 게 제일 좋아
심심,빈둥거림,오늘은 그냥 이불 속에서 다 보냈어
심심,빈둥거림,폰 잡고 스크롤만 내리다 하루가 끝났어
심심,빈둥거림,심심해서 잠깐 일어났다가 다시 누웠어
심심,빈둥거림,하루 종일 빈둥거리다 끝났네
심심,빈둥거림,그냥 아무 일도 없이 시간만 갔어
심심,빈둥거림,폰 켜고 끄고 반복하다가 하루 다 갔다
심심,빈둥거림,심심한데 움직이기 싫어서 그냥 누워 있어
심심,빈둥거림,그냥 이불 속에서 뒹굴거렸어
심심,빈둥거림,하루 종일 누워 있었는데 시간 빨리 갔다
심심,빈둥거림,폰 잡고 있다가 손에 떨어뜨렸다
심심,빈둥거림,그냥 멍하게 있었는데 벌써 밤이야
심심,빈둥거림,심심해서 누워 있다가 시간 순삭이야
심심,빈둥거림,이불 속에서 폰만 만지작거렸어
심심,빈둥거림,아무 생각 없이 그냥 누워 있었어
심심,빈둥거림,심심해서 누워 있다가 잠깐 졸았어
심심,빈둥거림,그냥 하루 종일 누워 있는 게 오늘 일정이야
심심,빈둥거림,폰 배터리보다 내 기운이 먼저 닳았어
심심,빈둥거림,하루 종일 빈둥거렸는데 왜 피곤하지
심심,빈둥거림,이불 밖이 너무 추워서 안 나가
심심,빈둥거림,그냥 폰보다 멍하니 천장만 봤어
심심,빈둥거림,심심해서 아무것도 안 하고 누워 있었어
심심,빈둥거림,누워서 하품만 하다 하루 다 갔어
심심,빈둥거림,폰 보다가 멍 때리다 반복 중이야
심심,빈둥거림,심심하니까 그냥 누워 있는 게 제일 낫다
심심,빈둥거림,하루 종일 이불 속에서 빈둥거렸어
심심,빈둥거림,폰 보다가 눈 감았다 뜨기 반복함
심심,빈둥거림,그냥 누워서 아무 생각도 안 하고 있었어
심심,빈둥거림,심심해서 침대랑 친구 됐어
심심,빈둥거림,오늘 하루는 그냥 침대 위에서 끝
심심,빈둥거림,폰 잡고 스크롤만 내렸는데 하루 다 갔다
심심,빈둥거림,이불 속이 너무 편해서 안 나오고 싶어
심심,빈둥거림,심심해서 그냥 멍 때리다 잠들었어
심심,빈둥거림,폰 들고 누워서 아무 생각 없이 있었어
심심,빈둥거림,그냥 아무 일 없이 지나간 하루야
심심,빈둥거림,하루 종일 빈둥거렸는데도 지루하진 않았어
심심,빈둥거림,심심해서 폰 만지다가 그대로 잠들었어
심심,빈둥거림,그냥 누워서 시간 보내는 중이야
심심,빈둥거림,폰 배터리 닳는 속도로 시간도 갔어
심심,빈둥거림,하루 종일 아무 생각 없이 누워 있었어
심심,빈둥거림,심심하니까 그냥 누워 있고 싶다
심심,빈둥거림,폰으로 뭐 볼까 하다 귀찮아서 안 봤어
심심,빈둥거림,이불 속이 너무 포근해서 나오기 싫어
심심,빈둥거림,그냥 가만히 누워서 천장만 보고 있었어
심심,빈둥거림,심심하니까 그냥 눈 감고 있었어
심심,빈둥거림,하루 종일 빈둥거리다 밤 됐네
심심,빈둥거림,폰 보다가 멍 때리다 하루 끝났어
심심,빈둥거림,그냥 아무 일도 없던 조용한 하루였어

심심,하품,오늘은 하품만 백 번은 한 것 같아  
심심,하품,아무 일도 없으니까 자꾸 하품이 나와  
심심,하품,조용해서 하품이 더 많이 나와  
심심,하품,하품하다 눈물이 다 나왔어  
심심,하품,시간이 너무 안 가서 하품만 하고 있어  
심심,하품,티비 보다가 하품만 세 번 했어  
심심,하품,하품이 멈추질 않아 너무 조용해서 그런가봐  
심심,하품,하품하면서 그냥 누워있어  
심심,하품,아무 생각 없이 하품만 하고 있었어  
심심,하품,심심하면 왜 이렇게 하품이 나올까  
심심,하품,하품하다가 잠들 것 같아  
심심,하품,오늘은 유난히 하품이 많네  
심심,하품,눈이 시큰거릴 만큼 하품했어  
심심,하품,하품하고 다시 멍 때리는 중이야  
심심,하품,조용한 오후라서 계속 하품이 나온다  
심심,하품,그냥 입이 자동으로 벌어져  
심심,하품,아무것도 안 하니까 하품만 계속 나와  
심심,하품,하품하다가 시간 다 갔어  
심심,하품,너무 한가해서 하품 나오는 중  
심심,하품,하품이랑 멍 때리기가 하루 종일이야  
심심,하품,가만히 있으니까 하품이 저절로 나와  
심심,하품,입이 찢어지게 하품했어  
심심,하품,지루해서 하품만 반복 중이야  
심심,하품,하품하다가 시간 확인했는데 아직 한 시간도 안 지났어  
심심,하품,하품하다가 눈물까지 나서 웃겼어  
심심,하품,하품이 이렇게 자주 나오는 날도 드물다  
심심,하품,가만히 누워있으니까 하품이 끝없이 나와  
심심,하품,하품이 나와서 커피를 마셨는데 더 졸려  
심심,하품,하품이 나서 크게 기지개 켰어  
심심,하품,심심하면 꼭 하품이 따라오더라  
심심,하품,하품할 때마다 얼굴이 찌그러져  
심심,하품,조용한 음악 듣다 하품만 했어  
심심,하품,책 읽으려다 하품 세 번 하고 덮었어  
심심,하품,심심한데 졸리진 않아서 하품만 나와  
심심,하품,하품하다가 갑자기 웃음 터졌어  
심심,하품,하품하면서 시간 죽이는 중이야  
심심,하품,별 이유 없이 계속 하품 중이야  
심심,하품,하품이 이렇게 길게 나올 줄은 몰랐어  
심심,하품,하품하다가 고양이가 나 따라 하더라  
심심,하품,하품하다가 눈이 시려워서 눈물 났어  
심심,하품,심심해서 하품만 계속 나와서 웃겨  
심심,하품,하품이 자동 반사처럼 나와  
